codpais,idprovincia,iae,descripcion
ESP,48,232200,ARTE GRAFIKOETAKO TEKNIKARIAK 
ESP,48,239900,MANUFAKTURAZKO BESTE INDUSTRIEKIN ZERIKUSIRIK PROFESIONARIAK 
ESP,48,241100,ARKITEKTOAK 
ESP,48,241200,"BIDE, KANAL ETA PORTUETAKO INGENIARIAK "
ESP,48,242100,ARKITEKTO TEKNIKOAK ETA APAREJADOREAK 
ESP,48,242200,"OBRA PUBLIKOETAKO INGENIARI TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK "
ESP,48,243100,DELINEATZAILEAK 
ESP,48,243200,BARRU APAINTZAILE DISEINATZAILEAK 
ESP,48,244100,HIRIGINTZA PROYEKTUEN GARAPENEKO ETA TOPOGRAFI LANETAKO GOI MAILAKO TEKNIKOAK 
ESP,48,245100,GEODESIA ETA KARTOGRAFIAKO INGENIARIA 
ESP,48,249900,ERAIKUNTZAREKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU EZ DIREN BESTE P 
ESP,48,251100,MERKATARITZA AGENTEAK 
ESP,48,252100,OSTALARITZAKO TEKNIKARIAK 
ESP,48,259900,MERKATARITZA ETA OSTALARITZAREKIN ZERIKUSIRIK IZAN ETA BABE BESTE PROFESIONARI 
ESP,48,261100,TRENBIDEETAKO AGENTEAK 
ESP,48,261200,LURGAINEKO IBILGAILU GIDARIAK 
ESP,48,269900,GARRAIOAREKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU EZ DIREN BESTE PRO 
ESP,48,271100,ASEGURU IHARDULARIAK 
ESP,48,271200,ORDEZKARITZA AGENTEAK ETA ASEGURU ARTEKARIAK 
ESP,48,272100,INDUSTRI JABETZA ETA HIGIEZINEN JABETZAKO ELKARGOKO AGENTEAK 
ESP,48,272200,ADMINISTRAZIO KUDEATZAILEAK 
ESP,48,272300,FINKA ADMINISTRATZAILEAK 
ESP,48,272400,ERAIKUNTZA SUSTAPENEKO BITARTEKOAK 
ESP,48,272500,KLASE PASIBOEN GAITUAK 
ESP,48,272600,GIZARTE GRADUDUNAK 
ESP,48,272700,MAILEGUAK LORTZEKO AGENTE EDO BITARTEKOAK 
ESP,48,272800,ADUANA AGENTEAK 
ESP,48,273100,ABOKATUAK 
ESP,48,273200,PROKURADOREAK 
ESP,48,273300,NOTARIAK 
ESP,48,273400,ERREGISTRARIAK 
ESP,48,274100,EKONOMILARIAK 
ESP,48,274200,MERKATAL IRAKASLEAK ETA INTENDENTEAK 
ESP,48,274300,MERKATAL PERITUAK 
ESP,48,274400,ENPRESA ZIENTZIETAKO DIPLOMADUNAK 
ESP,48,274600,MERKATAL ARTEKARI LIBREAK 
ESP,48,274700,KONTU AUDITOREAK ETA ZINPEKO KONTU AZTERLARIAK 
ESP,48,274800,BALORE KARTERAKO ADMINISTRARIAK 
ESP,48,274900,ARTEKARI INTERPRETARIAK ETA ITSAS ARTEKARIAK 
ESP,48,275100,"PUBLIZITATE, HARREMAN PUBLIKOETAKO ETA ANTZEKO PROFESIONARIAK "
ESP,48,276100,ZIENTZIA ZEHATZETAKO ETA ESTATISTIKETAKO DOKTOREAK ETA LIZENTZIATUAK 
ESP,48,276200,INFORMATIKAKO DOKTOREAK ETA LIZENTZIADUNAK 
ESP,48,276300,INFORMATIKAKO PROGRAMATZAILEAK ETA ANALISGILEAK 
ESP,48,276400,INFORMATIKAKO DIPLOMADUNAK 
ESP,48,276500,INFORMATIKAKO GRABATZAILEAK ETA DATUEN ELEKTRONIKAZKO TRATAMENDUETAKO PROFESIO 
ESP,48,277100,"FAKTURA, MERKATAL EFEKTU, MAILEGU ETA ERA GUZTIETAKO ESKUBIDEEN AGENTE KOBRATZ "
ESP,48,277200,"ESTENOTIPISTAK, MEKANOGRAFOAK, TAKIGRAFOAK ETA ADMINISTRAZIO BESTE PROFESIONAR "
ESP,48,277300,"JAGOTZA, BABES ETA SEGURTASUN ZERBITZUETAN DIHARDUTEN DETEKTIBE PRIBATUAK ETA "
ESP,48,277400,ITZULTZAILEAK ETA INTERPRETARIAK 
ESP,48,277500,FILOSOFIA ETA LETRETAKO DOKTOREAK ETA LIZENTZIADUNAK 
ESP,48,277600,"ZIENTZIA POLITIKO ETA SOZIALETAKO DOKTOREAK ETA LIZENTZIADUNAK, PSIKOLOGOAK, A "
ESP,48,277700,PERTSONAL ETA LANBIDEZKO ORIENTABIDE ETA AZTERLAN ARAZOETAKO ESPEZIALISTAK 
ESP,48,277800,BIBLIOTEKONOMIA ETA AGIRIZAINTZA-DIPLOMADUNAK 
ESP,48,279800,BABE FINANTZA JARUEREKIN ETA JARDUERA JURIDIKOEKIN LOTUTAKO BESTE PROFESIONARI 
ESP,48,279900,BABE ASEGURU ETA ALOGEREKIN LOTUTAKO BESTE PROFESIONARI BATZU 
ESP,48,281100,GARBIKETA ZERBITZUETAN DIHARDUTEN PROFESIONARIAK 
ESP,48,282100,GOIMAILAKO IRAKASKUNTZAKO IRAKASLEGOA 
ESP,48,282200,IRAKASKUNTZA ERTAINEKO IRAKASLEGOA 
ESP,48,282300,OINARRIZKO HEZIKETA OROKORREKO ETA ESKOLAURREKO IRAKASLEGOA 
ESP,48,282400,LANBIDEZKO HEZIKETA ETA TREBAKUNTZAKO IRAKASLEAK 
ESP,48,282500,"LURGAINEKO ETA URGAINEKO IBILGAILUAK, NAHIZ AERONAUTIKOAK, ETABAR, GIDATZEKO I "
ESP,48,282600,"HAINBAT IRAKASKUNTZATAKO IRAKASLEGOA, HALA NOLA HEZIKETA FISIKOA, HIZKUNTZAK, "
ESP,48,283100,MEDIKUNTZA OROKORREKO MEDIKUAK 
ESP,48,283200,MEDIKU ESPEZIALISTAK (ESTOMATOLOGOAK ETA ODONTOLOGOAK IZAN EZIK) 
ESP,48,283300,ESTOMATOLOGOAK 
ESP,48,283400,ODONTOLOGOAK 
ESP,48,283500,FARMAZEUTIKOAK 
ESP,48,283600,SANITATEZKO LAGUNTZAILE TEKNIKOAK 
ESP,48,283700,PROTESIGILEAK ETA HAGIN HIGIENISTAK 
ESP,48,283800,OPTIKARI OPTOMETRARIAK 
ESP,48,283900,"MASAJEGILEAK, BROMATOLOGOAK, DIETAJARTZAILEAK ETA ERIZANTZAKO LAGUNTZAILEAK "
ESP,48,284100,"NAUROPATAK, AKUPUNTURAGILEAK ETA BESTE PROFESIONARI PARASANITARIOAK "
ESP,48,285100,IKUSKIZUNETAKO ORDEZKARI TEKNIKOAK 
ESP,48,285200,ZEZEN MUNDUKO AHALDUNAK ETA ORDEZKARIAK 
ESP,48,285300,ARTISTEN LAN AGENTEAK 
ESP,48,285400,"KONGRESU, BATZAR ETA ANTZEKOEN ANTOLAKUNTZAN ARITUAK "
ESP,48,285500,IKUSKIZUNETAKO APOSTU AGENTEAK ETA ARTEKARIAK 
ESP,48,286100,"PINTOREAK, ESKULTOREAK, ZERAMIKARIAK, ARTISAUAK, GRABATZAILEAK, ARTISTA FAILEROAK ETA ANTZEKO ARTISTAK"
ESP,48,286200,ARTELANEN ZAHARBERRITZAILEAK 
ESP,48,286300,KAZETARIAK ETA INFORMAZIOAREN ETA KOMUNIKAZIOAREN BESTE PROFESIONAL BATZUK
ESP,48,286400,IDAZLEAK ETA GIDOILARIAK
ESP,48,286900,HIRUGARREN ATALEAN SAILKATU EZ DIREN JARDUERA ARTISTIKO ETA KULTURALEKIN LOTUTAKO BESTE PROFESIONAL BATZUK
ESP,48,287100,"LOTERIA, KIROL APOSTU ETA BESTELAKO JOKOEN SALTZAILE OFIZIALAK, ESTATUKO LOTER "
ESP,48,287200,ESTATUKO LOTERIA ETA APOSTUEN ERAKUNDE NAZIONALARENAK EZ BESTELAKO ERAKUNDEEN 
ESP,48,287300,"KIROL APOSTUAK, BESTELAKO JOKOAK ETA LOTERIA EZBERDINAK JASOTZEKO BAIMENA DUTE "
ESP,48,288100,ASTROLOGOAK ETA ANTZEKOAK 
ESP,48,288200,TURISMO GIDA INTERPRENTARIAK 
ESP,48,288300,TURISMO GIDA INTERPRENTARIAK 
ESP,48,288400,"ASEGURU, ALHAJA, GENERO ETA EFEKTUEN PERITU TASATZAILEAK "
ESP,48,288500,MATXURA LIKIDATZAILEAK ETA KOMISARIAK 
ESP,48,288600,KRONOMETRATZAILEAK 
ESP,48,288700,MAKILATZAILEAK ETA ESTETIZISTAK 
ESP,48,288800,GRAFOLOGOAK 
ESP,48,288900,MENDIKO GIDARIAK
ESP,48,289900,ZATIKETA HONEK AIPATU ZERBITZUEKIN ZERIKUSIRIK DUTEN BESTE PROFESIONARIAK 
ESP,48,301100,ZINE ETA ANTZERKI ZUZENDARIAK 
ESP,48,301200,ZUZENDARITZA LAGUNTZAILEAK 
ESP,48,301300,ZINE ETA ANTZERKI AKTOREAK/AKTORESAK 
ESP,48,301400,"ESTRA ESPEZIALIZATUAK, DOBLEAK, KONPARTSAK ETA MERITORIOAK "
ESP,48,301500,"ZINE, TELEBISTA ETA BIDEO KAMARETAKO OPERADOREAK "
ESP,48,301600,"UNORISTAK, KARIKATOAK, -CHARLISTAS- DERITZATENAK, ERREZITATZAILEAK, ILUSIONIST "
ESP,48,301700,APUNTATZAILEAK ETA ERREGIDOREAK 
ESP,48,301800,ZIRKUKO ARTISTAK 
ESP,48,301900,"ZINE, ANTZERKIA ETA ZIRKUAREKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU "
ESP,48,302100,KOEROGRAFIA ZUZENDARIAK 
ESP,48,302200,DANTZARIAK 
ESP,48,302900,DANTZAREKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU EZ DIREN BESTE IHARD 
ESP,48,303100,MUSIKA MAISUAK ETA ZUZENDARIAK 
ESP,48,303200,MUSIKATRESNEN INTERPRETARIAK 
ESP,48,303300,KANTARIAK 
ESP,48,303400,"KONPOSITOREAK, KANTA-IDAZLEAK, MUSIKA-MOLDATZAILEAK ETA -EGOKITZAILEAK"
ESP,48,303900,IZAN MUSIKAREN ZERIKUSIRIK ETA BESTELAKO ATALETAN BILDU EZ DIREN BESTE IHARDUE 
ESP,48,304100,FUTBOL JOKALARIAK ETA ENTRENATZAILEAK 
ESP,48,304200,"TENIS ETA GOLF JOKALARIAK, ENTRENATZAILEAK ETA PREPARATZAILEAK "
ESP,48,304300,"MOTOZIKLISMO ETA AUTOMOBILISMOKO PILOTOAK, ENTRENATZAILEAK ETA PREPARATZAILEAK "
ESP,48,304400,"BOXEOLARIAK, BOXEO ENTRENATZAILEAK ETA PREPARATZAILEAK "
ESP,48,304500,"SASKIBALOIKO JOKALARIAK, ENTRENATZAILEAK ETA PREPARATZAILEAK "
ESP,48,304600,"TXIRRINDULARIAK, TXIRRINDULARITZAKO ENTRENATZAILEAK ETA PREPARATZAILEAK "
ESP,48,304700,"ESKUBALOI, BOLEIBOL, PILOTA JOKALARIAK, ENTRENATZAILEAK ETA PREPARATZAILEAK ET "
ESP,48,304800,KIROL IKUSKIZUNETAKO EPAILEAK 
ESP,48,304900,KIROLEKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN EZ BILDUTAKO BESTE IHARDUERA 
ESP,48,305100,ZEZEN HILTZAILEAK 
ESP,48,305200,BURTZILARIAK 
ESP,48,305300,MENPEKOAK 
ESP,48,305400,KOADRILLA KOMIKO ETA ANTZEKOEN BURUAK 
ESP,48,305500,KUADRILLA KOMIKO ETA ANTZEKOETAKO BESTELAKO PERTSONALA 
ESP,48,305900,ZEZEN IKUSKIZUNEKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU EZ DIREN BES 
ESP,48,451000,NEKAZARITZA 
ESP,48,452000,MENPEKO ABELTZAINTZA 
ESP,48,453000,BASO USTIAPEN 
ESP,48,4540001,"GANADUA HAZI, JAGON ETA GIZENTZEKO ZERBITZUAK (HEGAZTIAK)"
ESP,48,4540002,"GANADUA HAZI, JAGON ETA GIZENTZEKO ZERBITZUAK (HEGAZTIEZ BESTELAKOAK)"
ESP,48,4550000,NAAAB-ETIK BAZTERTUTAKO NEKAZARITZA ETA ABELTZAINTZA ZERBITZUAK
ESP,48,4550001,NAAAB-EN SARTU GABEKO NEKAZARITZA ETA ABELTZAINTZA ZERBITZUAK
ESP,48,456001,BAXURAKO ARRANTZA 
ESP,48,456002,ARRANTZA (UR GEZA) 
ESP,48,456003,ITSAS-ARRANTZA (BAXURAKOA IZAN EZIK) 
ESP,48,4570001,NEKAZARITZAKO JARDUEREN LAGATZAILEARI DAGOKION APROBETXAMENDUA (PARTEKARITZA) - NEKAZAL PRODUKTUAK
ESP,48,4570002,NEKAZARITZAKO JARDUEREN LAGATZAILEARI DAGOKION APROBETXAMENDUA (PARTEKARITZA) - BAZKA
ESP,48,4570003,NEKAZARITZAKO JARDUEREN LAGATZAILEARI DAGOKION APROBETXAMENDUA (PARTEKARITZA) - EHUN-PLANTAK ETA TABAKOA
ESP,48,458000,BASOGINTZAKO JARDUEREN LAGATZAILEARI DAGOZKION APROBETXAMENDUAK (ERDI.ARAU.) 
ESP,48,459000,BESTE E.J.Z.REN KARGAPEKO NEKAZARITZA ZERBITZUAK 
ESP,48,490000,E.J.Z.REN KARGAPEAN EZ DAUDEN BESTE JARDUERA BATZUK 
